,Text,Predicted Label,LLM Response,True Label,Prediction Time
28,Lam Research Corporation is an American corporation that engages in the design manufacture marketing and service of semiconductor processing equipment used in the fabrication of integrated circuits.,Company,Company,Company,0.12154603004455566
29,Mataano is a women's fashion line. Founded in 2008 it is owned by Somali-American twin fashion designers Ayaan and Idyl Mohallim. The brand is noted for its global sensibility and accent on ready-to-wear elegance.,Company,Company,Company,0.12300920486450195
30,Delek Group is of one Israel's largest companies owned by Yitzhak Tshuva (Isaac Sharon) a self-made multi-millionaire. Delek Group is involved in the energy and infrastructure with investments in upstream and downstream energy water desalination and power plants. Delek Group' subsidiaries are also involved in insurance and financial services.,Company,Company,Company,0.13131952285766602
31,Elcoteq SE was a Finnish consumer electronics contract manufacturer EMS and ODM company headquartered in Luxembourg. The company filed for bankruptcy protection in Luxembourg on October 6 2011.It is a manufacturer of the BlackBerry and also performed repair and refurbishment services.,Company,Company,Company,0.12268209457397461
32,CSL Behring is one of the world's leading plasma protein biotherapeutics companies. Committed to saving lives and improving the quality of life for people with rare and serious diseases the company manufactures a range of plasma-derived and recombinant therapies worldwide.,Company,Company,Company,0.12244749069213867
33,The Pontificia Fonderia Marinelli (or Marinelli Pontifical Foundry Marinelli Bell Foundry) is the successor of a bell foundry already at work in Agnone Italy in 1040. The bell foundry is considered Italy's oldest family business and among the three oldest family businesses worldwide. In addition to a bell foundry it is an artisan foundry that produces bronze portals bas-reliefs church artifacts and bell restorations.,Company,Company,Company,0.13753461837768555
34,Black Bear Diner is a restaurant chain in the western United States which serves homestyle and old-fashioned comfort foods. The first restaurant was opened in Mount Shasta California in 1994 founded by Bob and Laurie Manley with help from Bruce Dean. The company is based in Redding California. It now claims 62 locations in eight states.Black Bear decor has a rustic motif with over-the-top bear paraphernalia. Every restaurant is decorated with a 12-foot-tall (3.7 m) black bear carving.,Company,Company,Company,0.13860011100769043
35,Outright is a US accounting and bookkeeping application that assists small businesses and sole proprietors with managing their business income and expenses. It also provides them with a means to organize and categorize expenses for filing a Schedule C.,Company,Company,Company,0.12195897102355957
36,For the Australian record label of the same name see Spin Records (Australian label).Spin Records was a record label jointly owned by songwriter Otis René and rhythm and blues performer and music arranger Preston Love.,Album,Album,Company,0.12190508842468262
37,Crossbeam Systems is headquartered in Boxborough Massachusetts and has offices in Europe Latin America and Asia Pacific. Crossbeam Systems was acquired by Blue Coat Systems in December 2012 and the Crossbeam brand has been fully absorbed into Blue Coat.,Company,Company,Company,0.12253355979919434
38,Payden & Rygel is a privately owned investment management firm based in Los Angeles with $85 billion AUM founded in 1983 by Joan Payden. The firm offers a range of mutual funds with debt and public equity based strategies. The firm's economists and portfolio managers have also been quoted by financial news organizations such as the Financial Times The Wall Street Journal and Bloomberg Businessweek.,Company,Company,Company,0.13782501220703125
39,Sarpsborg Papp AS was a Norwegian industrial company which ran a packaging plant in Sarpsborg Norway.Founded in 1914 as Sarpsborg Emballagefabrik it was the first corrugated paper factory in Norway. In 1961 the company was acquired by M. Peterson & Søn. It was M.,Company,Company,Company,0.1310575008392334
40,Carnival Films is an award winning British television production company based in London UK. It has produced television series for all the major UK networks including the BBC ITV Channel 4 and Sky as well as a number of international broadcasters including PBS A&E HBO and NBC. Its productions vary from single dramas and long-running television drama to feature film and stage productions.,Company,Company,Company,0.13075780868530273
41,FTL Games (Faster Than Light) was the video game development division of Software Heaven Inc. FTL created several popular video games in the 1980s and early 1990s. Despite the company's small size FTL products were consistently number-one sellers and received the highest critical acclaim and industry awards.FTL was founded by Wayne Holder in 1982. Holder started Software Heaven and FTL as its game division after founding Oasis Systems which specialized in spell checking software.,Company,Company,Company,0.13844084739685059
42,Aller Media is a magazine publisher in the Nordic countries headquartered in Copenhagen Denmark. It publishes Elle Cafe Femina Allers and Se & Hør.,Company,Company,Company,0.12170720100402832
43,SOCIS (Ukrainian: TOB „СОЦІС - Центр соціальних та політичних досліджень) is a political sociology company in Ukraine. It was one of the companies that performed rolling and exit polls for Ukrainian elections in 1998 2002 2004 and Ukrainian referendum in 2000. The company has been a member of The Gallup Organization since 1994.,Company,Company,Company,0.13866138458251953
44,Arlen Realty & Development Corporation also known as Arlen was an American REIT founded in 1959 by Arthur G. Cohen Arthur N. Levien and Marshall Rose. It is notable as one of the largest publicly traded REIT's in the 1970s. Arlen began by developing suburban shopping centers throughout the country and in 1971 purchased national discount retail chain E.J. Korvette.,Company,Company,Company,0.13761615753173828
45,Mydin is a Malaysian chain of hypermarket supermarket & emporiums. It is notable for bringing local & overseas products at affordable prices catering to a large segment of Malaysian population.[citation needed],Company,Company,Company,0.12283873558044434
46,K. A. Rasmussen AS (abbreviated KAR) is a Norwegian precious metal company specialized in the fabrication of semi-manufactured bars and wires for various metal industries as well as catalysts for chemical industries.,Company,Company,Company,0.12305784225463867
47,Linxair was a business airline based in Slovenia. It was established and started operations in 1999 at its base Ljubljana Jože Pučnik Airport (LJU). Was the fastest growing aviation company in Slovenian history and biggest business aviation operator in the area of former Yugoslavia. But due to financial difficulties started in 2009 company ceased commercial operations in 2012. Small part of fleet continued operation under another operator SiAvia.,Company,Company,Company,0.13858890533447266
48,Teichiku Records is a Japanese record label run by the Teichiku Entertainment company that specialises in enka kayōkyoku and similar music. Teichiku is an abbreviation for Teikoku Chikuonki (帝国蓄音機 imperial records) the former name of the company. Teichiku Entertainment also runs the record labels Imperial Records Takumi Note and Union Records (ユニオンレコード yunion rekōdo).It is a division of JVC Kenwood Holdings Victor Entertainment's parent.,Company,Company,Company,0.13810443878173828
49,Explosia a.s. is an explosives manufacturer in Semtín a suburb of Pardubice in the Czech Republic. The company was established in 1920. Its most famous product is the Semtex malleable explosive the name is formed as a combination of the first letters of the Semtín village and the company name.,Company,Company,Company,0.1304950714111328
50,Dredging Environmental and Marine Engineering NV (in short DEME) is an international group of specialised companies in the field of capital and maintenance dredging land reclamation port infrastructure development offshore related services for the oil & gas industry farshore windfarm installation environmental remediation a.o. The groupis based in Zwijndrecht Belgium and has current operations on the five continents. The roots of the group date back to the mid 19th century.,Company,Company,Company,0.13752150535583496
51,The Government of the Democratic Republic of the Congo is the second institution in the central executive branch of the Democratic Republic of the Congo the first institution being the President of the Democratic Republic of the Congo who has the title of head of state.,OfficeHolder,Office,Company,0.12246036529541016
52,Unibuss formerly known as Nexus Trafikk and Sporveisbussene AS is a Norwegian bus company group that operates from Oslo Norway. It is a subsidiary of the municipal transportation group Sporveien and was created in 2003 so the company could compete for the public service obligation (PSO) contracts that Oslo was to operate the bus system through. Unibuss has about 1600 employees 650 buses and a revenue of NOK 1278 million in 2010.,Company,Company,Company,0.13933730125427246
53,Polskie Linie Lotnicze LOT S.A. (Polish pronunciation: [ˈlɔt] Flight) trading as LOT Polish Airlines is the flag carrier of Poland. Based in Warsaw LOT was established in 1929 making it one of the world's oldest airlines still in operation. Using a fleet of 55 aircraft LOT operates a complex network to 60 destinations in Europe the Middle East North America and Asia.,MeanOfTransportation,Mean,Company,0.1382889747619629
54,Pressed Steel Company Limited was a British car body manufacturing business founded at Cowley near Oxford in 1926 as a joint venture between William Morris Budd Corporation of Philadelphia USA which held the controlling interest and a British / American bank J. Henry Schroder & Co[citation needed] At that time the company was named The Pressed Steel Company of Great Britain Limited. It acquired Budd's patent rights and processes for use in the United Kingdom.,Company,Company,Company,0.13784003257751465
55,Cerruti is a fashion house founded in 1967 in Paris by the Italian stylist and fashion designer Nino Cerruti.The Cerruti house designs manufactures distributes and retails luxury ready-to-wear jeans fragrances sportswear leather goods watches and accessories.,Company,Company,Company,0.12265539169311523
56,Leopold Bros. is a family-owned and operated distillery located in Denver Colorado.,Company,Company,Company,0.12088227272033691
57,Suprema is a biometrics research development and manufacturing company. It provides fingerprint IP readers for physical access control systems USB readers for PC authentication and core fingerprint modules for embedded applications.,Company,Company,Company,0.12235212326049805
58,UZI Suicide was a vanity label that was created by Guns N' Roses to release their first record Live ?!*@ Like a Suicide. While seemingly an independent label it was actually created by Geffen Records. Guns N' Roses' debut album Appetite for Destruction was officially released through Geffen.,Company,Company,Company,0.12302327156066895
59,Kosmos Energy is an American international oil company founded and based in Dallas Texas. It also maintains offices in the Bermudas Morocco Suriname and Ghana. It has been involved in the discovery and development of the Jubilee oil field off the coast of Ghana.Kosmos was a focus of the BBC documentary Storyville: Power Money Greed and Oil.,Company,Company,Company,0.13061785697937012
60,Campus Management Corp. is a private company that provides software and services to colleges universities foundations and other companies.,Company,Company,Company,0.12491917610168457
61,Cervélo Cycles is a Canadian manufacturer of racing bicycle frames. Cervélo uses CAD computational fluid dynamics and wind tunnel testing at a variety of facilities including the San Diego Air and Space Technology Center in California USA to aid its designs. Frame materials include carbon fibre.,MeanOfTransportation,Mean,Company,0.12326407432556152
62,Manchester University Press is the university press of the University of Manchester England and a publisher of academic books and journals. Manchester University Press has developed into an international publisher. It maintains its links with the University and is the third largest university press in the United Kingdom after Oxford University Press and Cambridge University Press.,EducationalInstitution,Educ,Company,0.1234588623046875
63,In 2009 Adobe Systems acquired Omniture an online marketing and web analytics business unit in Orem Utah. Until 2011 Omniture operated as a business unit within Adobe as the Omniture Business Unit but as of 2012 Adobe began retiring the Omniture name as former Omniture products were integrated into the Adobe Marketing Cloud.,Company,Company,Company,0.13202643394470215
64,BancorpSouth Inc. is a bank holding company headquartered in Tupelo Mississippi. As of March 2012 it had nearly $13.3 billion in assets. The company has over 4400 employees.,Company,Company,Company,0.1233973503112793
65,Aeneas Communications LLC operating as Aeneas Internet and Telephone is a telecommunications provider headquartered in Jackson Tennessee. Aeneas Communications offers Internet access local and long distance service in Tennessee Voice over IP colocation business telephone systems commercial e-mail WAN (Wide area network) commercial web hosting Internet backbone connectivity for businesses and disaster preparedness options.It serves all of the state of Tennessee.,Company,Company,Company,0.13165664672851562
66,ECi Software Solutions is a business management and e-commerce software publisher primarily serving small and medium sized businesses in the office products and furniture construction supplies hardware sanitation manufacturing and distribution industries. ECi is a subsidiary of eCommerce Industries Inc.ECi was founded in 1999 and is based in Fort Worth Texas.ECi holds a ‘Connect Conference’ a national meeting for its software users and strategic partners.,Company,Company,Company,0.13767361640930176
67,Ocean Shores Video (Hong Kong) Co Ltd (Chinese: 海岸贡献錄影 (香港) 有限公司 or Chinese: 海岸贡献) is the home video division of Win's Entertainment (Hong Kong) Co Ltd. The company is owned by Television Broadcasts Limited the entertainment division of Panasonic Pioneer and Philips was a Hong Kong based distributor of martial arts films in the 1980s.Ocean Shores was a video company that ran major distribution rights to many of the biggest indie and later Shaw Brothers and Golden Harvest movies.,Company,Company,Company,0.1391739845275879
68,Desire Petroleum plc (LSE:DES) is an oil and gas exploration company headquartered in Malvern United Kingdom. It owns offshore exploration and production licences in the North Falkland Basin in the waters north of the Falkland Islands and its core focus is to develop the basin into a major new hydrocarbon province.Desire Petroleum is listed on the Alternative Investment Market of the London Stock Exchange.,Company,Company,Company,0.13181757926940918
69,Zagtoon is a production company specialized in animated series for kids founded in 2009 by Jeremy Zag and Jacqueline Tordjman co-founder of Saban Entertainment which has launched series such as Power Rangers and scored the soundtracks for series such as Inspector Gadget. Zagtoon develops properties worldwide through Europe the United-States and Asia.,Company,Company,Company,0.13213539123535156
70,Nationale Regionale Transport is a domestic airline based in Libreville Gabon. Its main base is Libreville International Airport.The airline is on the list of air carriers banned in the European Union.,MeanOfTransportation,Mean,Company,0.12228512763977051
71,R. Hoe & Company was a New York City based printing press manufacturer established by Peter Smith Matthew Smith (?–1822) and their brother-in-law English emigrant Robert Hoe (1784–1833) in 1805 as Smith Hoe & Company.,Company,Company,Company,0.1237637996673584
72,Mercury Records is an American-based record label owned by Universal Music Group. In the United States it operates through Island Records; in the UK it is distributed by Virgin EMI Records.,Company,Company,Company,0.12233853340148926
73,SsangYong Motor Company or SsangYong Motor (Korean: 쌍용자동차 IPA: [s͈aŋjoŋ dʑadoŋtɕʰa]) is the fourth largest South Korea-based automobile manufacturer. The name SsangYong means double dragons.A 70% share of SsangYong was acquired by Indian Mahindra & Mahindra Limited in February 2011 after being named the preferred bidder in 2010 to acquire the bankruptcy-protected company. Mahindra's acquisition was approved by South Korea's Free Trade Commission.,Company,Company,Company,0.16751837730407715
74,Jugos del Valle (Del Valle Juices) is one of the biggest producers of fruit juices and beverages in Mexico. It has been active since 1947. Today Jugos del Valle is one of the leading food juice and beverage companies in Mexico. Del Valle owns popular brands like Val-Vita Barrilitos and Florida 7. Operations range from the USA to Brazil Venezuela and Puerto Rico keeping up with leadership in innovation productivity and service.,Company,Company,Company,0.13762140274047852
75,Applied Science International LLC aka ASI is a United States based company headquartered in Raleigh North Carolina that provides advanced engineering design and analysis software and services to the DHS United States Department of Defense Engineering Firms Demolition Contractors and Universities.,Company,Company,Company,0.12237262725830078
76,The Baupost Group LLC is a hedge fund founded in 1982 by Seth Klarman who continues to run the fund. Baupost Group's investment philosophy emphasizes risk management. The firm one of the largest hedge funds in the world is a value investing manager. According to Bloomberg L.P. Baupost is ranked 4th in net gains since inception.,Company,Company,Company,0.13200974464416504
77,Sheetz Inc. is a chain of gas stations/convenience stores owned by the Sheetz family. Its headquarters are in Altoona Pennsylvania. Stores are located in Maryland North Carolina Ohio Pennsylvania Virginia and West Virginia.Sheetz has long employed the Z that the name ends with in various marketing efforts. These include the Sheetz loadable gift card the Z card; the Sheetz breakfast sandwich known and marketed as Shmuffinz; and their Nachoz.,Company,Company,Company,0.13816404342651367
78,Probitas Partners is a global investment bank focused on raising capital as a placement agent for private equity fund sponsors as well as providing portfolio management and liquidity solutions through the private equity secondary market for investors in private equity. The firm operates through three primary businesses: fund placement portfolio management and secondary advisory.,Company,Company,Company,0.1232919692993164
79,Les Disques Du Crépuscule is a Belgian independent record label. The label was founded in 1980 by Michel Duval and Annik Honoré. It is now run by former employee James Nice.Crépuscule translates as twilight with most of the label's catalogue numbers being prefixed by the letters TWI.,Company,Company,Company,0.13095498085021973
80,Television And Radio Broadcasting System more commonly known as TARBS World TV was an Australian Subscription Television Service broadcasting predominantly ethnic (and mainly non-English) stations into Australia. TARBS commenced operations in 1995 and had around 57000 subscribers until July 2004 when the company went into receivership.,Company,Company,Company,0.13070058822631836
81,Patriot Rail Corporation is a holding company for a number of shortline railroads across the United States including one contract operation in North Carolina. The company was started in 2006 by RailAmerica co-founders Gary Marino and John Marino and is headquartered at Boca Raton Florida. In January 2011 Patriot Rail purchased the railroads of the Weyerhaeuser Company which effectively doubled the number of Patriot Rail holdings.,Company,Company,Company,0.13780999183654785
82,Orenstein & Koppel (normally abbreviated to O&K) was a major German engineering company specialising in railway vehicles escalators and heavy equipment. It was founded on April 1 1876 in Berlin by Benno Orenstein and Arthur Koppel.Originally a general engineering company O&K soon started to specialise in the manufacture of railway vehicles. The company also manufactured heavy equipment and escalators. O&K pulled out of the railway business in 1981.,Company,Company,Company,0.1383533477783203
83,Maire Tecnimont SpA is the parent company of the Italian group Maire Tecnimont which consists of at least 50 operating companies in the engineering and main contracting sector. It deals in oil and gas chemicals and petrochemicals energy infrastructure and civil engineering. It is also active in the renewable energy sector in the provision of project management engineering procurement and construction.,Company,Company,Company,0.1310114860534668
84,Priestman Brothers was an engineering company based in Kingston upon Hull UK that manufactured diggers dredgers cranes and other industrial machinery. In the later 1900s the company also produced the Priestman Oil Engine an early design of oil fuelled internal combustion engine.,Company,Company,Company,0.12351346015930176
85,HickoryTech Corporation (NASDAQ: HTCO) is an integrated communication service provider. The company operates its business under the name of HickoryTech and Enventis through three segments including Fiber and Data Equipment and Telecom. The company was founded in 1898 and is headquartered in Mankato Minnesota. It is a supplier of Smartnet maintenance contracts with its partner Cisco systems. The company’s telecom segment serves about 13 Minnesota communities and 13 lowa communities.,Company,Company,Company,0.13919854164123535
86,Amsoft was a wholly owned subsidiary of Amstrad PLC founded in 1984 and re-integrated with its parent company in 1989. Its purpose was to provide an initial infrastructure of software and services for users of Amstrad's range of home computers the Amstrad CPC and from 1986 the Sinclair ZX Spectrum. Many people's first contact with software on an Amstrad home computer would have been an Amsoft title as several titles were included in the sales bundles.,Company,Company,Company,0.13875222206115723
87,Domo is an American computer software corporation headquartered in American Fork Utah United States. The area is referred to as Silicon Slopes.,Company,Company,Company,0.12136125564575195
88,Ranik Ultimate Fighting Federation (RUFF) is the first Chinese mixed martial arts (MMA) organization sanctioned by the General Administration of Sport of China. The winners of the title fights will be crowned as the national MMA champions of China in their respective weight classes. RUFF held its first event in August 2011 in Shanghai before presenting in Chongqing Hohhot Nanjing and Sanya.,Company,Company,Company,0.13785290718078613
89,The Mexican Council on Foreign Relation 'COMEXI (in Spanish Consejo Mexicano de Asuntos Internacionales) was established the 22 November 2001. So far it is the only plural and multidisciplinary forum focused in the debate and analysis of Mexico’s role in the world and the growing influence of international events on the national agenda. The Council is a civic association nonprofit and independent of government. It is financed entirely by its member's contributions,OfficeHolder,Office,Company,0.1388075351715088
90,Varèse Sarabande is an American record label distributed by Universal Music Group which specializes in film scores and original cast recordings. It aims to reissue rare or unavailable albums as well as newer releases by artists no longer under a contract. The label's name was derived from combining French-born composer Edgard Varèse's last name with the musical term sarabande a slow Spanish dance.,Company,Company,Company,0.13174796104431152
91,D3 LED LLC (D3) is a company that manufactures turnkey LED (light emitting diode) displays and digital media solutions for advertisers architects retailers sports and entertainment venues and transportation authorities.,Company,Company,Company,0.12386941909790039
92,Exco International was a leading British money brokering company. It was listed on the London Stock Exchange and was once a constituent of the FTSE 100 Index but was acquired by British & Commonwealth Holdings in 1986.,Company,Company,Company,0.12296247482299805
93,Investment AB Öresund is a Swedish investment company controlled by Mats Qviberg and Sven Hagströmer.,Company,Company,Company,0.12174367904663086
94,Mitsubishi Hitachi Power Systems Canada Ltd. (MHPSC) located in Saskatoon Saskatchewan Canada was established in 1988 and is part of the Mitsubishi Hitachi Power Systems Group. In 2012 the company merged its Canadian operations in Calgary Mississauga and Saskatoon into one company with its headquarters based in Saskatoon.,Company,Company,Company,0.13146662712097168
95,Société Nationale d'Investissement (SNI) or National Investment Company is a large private Moroccan holding company controlled by the Moroccan royal family. The holding company used to be the majority shareholder of the now defunct ONA Group until the activities of the latter were absorbed into the SNI and subsequently disposed of.In 2012 the company's consolidated turnover was 53 billion MAD and its net income was 5 billion MAD,Company,Company,Company,0.1381983757019043
96,Maine Chance Farm was an American Thoroughbred horse racing stable in Lexington Kentucky owned by cosmetics tycoon Elizabeth Arden. Elizabeth Arden raced under the nom de course Mr. Nightingale until 1943 when she adopted the name Maine Chance Farm from her health spa in Mount Vernon Maine. During the nineteen forties and fifties the Maine Chance Farm racing stable was a major force in American horse racing.,Animal,Animal,Company,0.13782215118408203
97,Convair was an American aircraft manufacturing company which later expanded into rockets and spacecraft. The company was formed in 1943 by the merger of Consolidated Aircraft and Vultee Aircraft and went on to produce a number of pioneering aircraft such as the Convair B-36 bomber the F-102 Delta Dagger and the F-106 Delta Dart. It also manufactured the first Atlas rockets including the rockets that were used for the pioneering manned orbital flights of Project Mercury.,Company,Company,Company,0.1385962963104248
98,D&G Bus is a bus operator based in Crewe in Cheshire.,MeanOfTransportation,Mean,Company,0.1215674877166748
99,Dolmar GmbH is one of the oldest manufacturers of portable gasoline chainsaws and is headquartered in Hamburg Germany. The company founder Emil Lerp developed in 1927 the type A saw which weighed 125 lb and required two men to operate. It was tested on Mount Dolmar in the Thüringer forest and the company took its name from the test site. In 1991 the company was acquired by Japanese tool manufacturer Makita.,Company,Company,Company,0.14024019241333008
100,Velocite Bikes is a Taiwanese manufacturer of racing bicycle mountain bike frames bicycle wheels and other bicycle components. Notable collaboration partners include the National Cheng Kung University National Center for High-Performance Computing Oxeon and Acer Inc. Velocite specializes in carbon fiber composite products but also manufactures bicycle frames and components using aluminium alloys.,Company,Company,Company,0.13183975219726562
101,Yates is a gardening company in New Zealand and Australia.,Company,Company,Company,0.12128901481628418
102,Haudenosaunee Development Institute is the formal organization created by the Haudenosaunee Confederacy Chiefs Council (HCCC) in September 2007 to grant permission to third parties to undertake development upon lands where the HCCC exercise jurisdiction including that area of land considered by the Haldimand Proclamation of 1784 and the Nanfan Treaty of 1701.Haudenosaunee is the proper word used for the Six Nations Native people which is more commonly known as Iroquois by non-Haudenosaunee people.Haundenosaunee Development Institute objectives are consistent with long standing Haudenosaunee principles regarding land use land tenure and environmental planning.Recent efforts to translate these principles have included the Haudenosaunee Confederacy Chiefs Council policy statement referred to as the Eight Points of Jurisdiction which was formally adopted by the HCCC on February 3 2001.,EducationalInstitution,Educ,Company,0.17078924179077148
103,Carpenter Technology Corporation is an international developer manufacturer and distributor of cast wrought and powder metallurgy specialty alloys/metals including superalloys ultra-high strength steels and stainless steel as well as titanium alloys in a range of product forms. Headquartered in Reading Pennsylvania Carpenter Technology maintains manufacturing and distribution operations throughout the United States Mexico Europe and Asia.,Company,Company,Company,0.13130879402160645
104,BBVA Bancomer is a Mexican financial institution and the largest in the country dominating about 20% of the market. Founded in 1932 as Banco de Comercio (Bancomer) since 2000 its main stockholder is the Spanish bank BBVA.,Company,Company,Company,0.1235647201538086
105,The National Association for Interpretation is a non-profit professional association of natural and cultural resources interpreters primarily in the United States. It is based in Fort Collins Colorado. NAI provides training and certification programs. The NAI publishes the Journal of Interpretation Research a peer-reviewed academic journal.,OfficeHolder,Office,Company,0.1243429183959961
106,Grant Ritchie and Company was a Scottish engineering firm based in Kilmarnock Scotland. The company's products included steam engines and steam locomotives.,Company,Company,Company,0.1232600212097168
